Date;T_max;T_min;Radiation;Precp;irr;c02
2021-09-27;26.445;20.399;13.19699431;3;0;420
2021-09-28;27.073;19.456;12.77390913;0;0;420
2021-09-29;25.553;19.346;13.13894587;1.5;0;420
2021-09-30;25.451;18.986;14.81902388;4.5;0;420
2021-10-01;26.214;17.963;15.761669;0;0;420
2021-10-02;25.18;16.854;11.89225931;0;0;420
2021-10-03;24.391;17.799;14.65416169;0;0;420
2021-10-04;26.07;15.632;16.942694;0;0;420
2021-10-05;23.536;17.753;6.439831437;10.5;0;420
2021-10-06;21.954;16.464;12.66434263;16.5;0;420
2021-10-07;17.498;14.74;10.03238509;12;0;420
2021-10-08;20.611;13.779;12.53132981;0;0;420
2021-10-09;20.581;15.105;12.04293706;0;0;420
2021-10-10;14.781;11.194;3.5797;27;0;420
2021-10-11;17.13;10.302;10.28047;0;0;420
2021-10-12;18.678;12.991;11.789604;0;0;420
2021-10-13;18.774;12.562;10.666144;0;0;420
2021-10-14;15.379;11.579;13.509434;0;0;420
2021-10-15;15.196;10.825;10.496296;0;0;420
2021-10-16;18.6;10.144;12.405014;0;0;420
2021-10-17;19.893;11.839;11.507088;0;0;420
2021-10-18;20.796;12.481;11.692296;0;0;420
2021-10-19;21.414;12.888;14.087152;0;0;420
2021-10-20;19.371;13.212;12.669928;0;0;420
2021-10-21;17.686;12.799;4.379148;4.5;0;420
2021-10-22;19.28;15.405;4.175144;3;0;420
2021-10-23;22.632;14.085;11.258234;0;0;420
2021-10-24;18.752;14.663;6.872828;7.5;0;420
2021-10-25;18.093;13.747;3.857016;4.5;0;420
2021-10-26;21.031;15.245;7.770952;0;0;420
2021-10-27;20.018;13.6;11.300308;0;0;420
2021-10-28;20.418;11.723;13.281964;0;0;420
2021-10-29;20.158;11.642;11.755576;0;0;420
2021-10-30;20.466;13.115;9.582176;0;0;420
2021-10-31;20.368;11.938;10.77906;0;0;420
2021-11-01;20.173;14.369;7.953964;34.5;0;420
2021-11-02;18.955;15.442;9.905396;4.5;0;420
2021-11-03;18.628;15.376;5.0393;31.5;0;420
2021-11-04;19.169;14.758;6.399344;10.5;0;420
2021-11-05;19.923;15.206;8.0462;0;0;420
2021-11-06;20.217;14.988;3.624816;1.5;0;420
2021-11-07;24.704;16.104;9.717752;0;0;420
2021-11-08;20.801;15.186;6.262804;9;0;420
2021-11-09;21.11;14.314;5.176524;4.5;0;420
2021-11-10;22.73;16.73;8.432472;0;0;420
2021-11-11;21.111;15.852;8.25768;0;0;420
2021-11-12;18.082;15.02;4.601176;3;0;420
2021-11-13;17.829;11.781;7.319628;0;0;420
2021-11-14;17.573;11.495;8.6932;0;0;420
2021-11-15;19.135;11.374;7.744608;12;0;420
2021-11-16;18.212;12.535;9.35548;3;0;420
2021-11-17;20.189;12.335;8.607588;0;0;420
2021-11-18;17.121;12.938;6.447108;0;0;420
2021-11-19;17.306;11.007;8.26412;0;0;420
2021-11-20;18.144;9.769;9.873284;0;0;420
2021-11-21;16.443;10.397;7.03306;0;0;420
2021-11-22;14.904;11.086;3.114188;22.5;0;420
2021-11-23;17.764;9.744;7.254152;0;0;420
2021-11-24;17.25;12.628;7.078708;0;0;420
2021-11-25;16.278;11.618;5.789776;18;0;420
2021-11-26;13.312;10.019;4.025316;96;0;420
2021-11-27;12.892;10.562;1.494148;61.5;0;420
2021-11-28;12.965;8.968;4.575948;61.5;0;420
2021-11-29;8.485;5.474;4.351068;25.5;0;420
2021-11-30;10.368;5.494;8.947128;1.5;0;420
2021-12-01;12.696;7.275;4.01178;4.5;0;420
2021-12-02;14.249;11.242;4.303468;57;0;420
2021-12-03;11.689;10.274;1.306296;48;0;420
2021-12-04;12.184;6.53;8.794004;4.5;0;420
2021-12-05;13.017;8.222;4.276696;66;0;420
2021-12-06;10.516;8.055;3.143588;9;0;420
2021-12-07;10.394;5.176;8.590388;0;0;420
2021-12-08;11.229;3.041;5.345716;24;0;420
2021-12-09;11.933;6.48;3.29324;49.5;0;420
2021-12-10;10.806;6.063;5.760732;18;0;420
2021-12-11;9.769;6.722;4.334544;31.5;0;420
2021-12-12;9.715;7.258;6.05024;0;0;420
2021-12-13;13.23;6.823;7.320436;0;0;420
2021-12-14;12.863;9.724;5.118816;0;0;420
2021-12-15;13.18;8.783;7.062524;0;0;420
2021-12-16;13.214;9.065;5.7044;0;0;420
2021-12-17;12.365;8.088;6.28966;0;0;420
2021-12-18;10.262;7.228;7.644048;0;0;420
2021-12-19;12.527;6.05;7.807372;0;0;420
2021-12-20;12.649;5.239;7.27248;0;0;420
2021-12-21;12.198;4.978;7.433408;0;0;420
2021-12-22;12.631;6.259;7.182732;0;0;420
2021-12-23;11.78;4.896;5.634364;0;0;420
2021-12-24;12.898;8.171;5.239816;0;0;420
2021-12-25;13.373;9.125;5.55812;1.5;0;420
2021-12-26;13.858;11.625;3.09616;70.5;0;420
2021-12-27;14.132;10.113;5.830888;10.5;0;420
2021-12-28;15.326;9.285;6.098028;4.5;0;420
2021-12-29;15.751;9.314;6.7834;0;0;420
2021-12-30;14.868;7.382;7.895876;0;0;420
2021-12-31;14.868;7.382;7.895876;0;0;420
